,n1,n2,n3,n4,n6,n7,n8,n9,n10,n11,n13,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n39,n40,n41,n42,n43,n44,n45,n343,n344,n345,n346,n347,n349,n350,n351,n352,n353,n354,n355,n356,n357,n358,n360,n361,n362,n364,n365,n366,n367,n368,n369,n370,n371,n372,n373,n374,n375,n376,n377,n378,n379,n381,n382,n383,n384,n385,n386,n387,n388,n389
20:10:00,110.56,205.67,259.79,828.53,350.3,523.24,388.51,593.76,105.69,644.66,281.36,109.91,530.78,88.96,146.41,173.28,70.0,209.51,150.07,63.53,407.81,33.4,180.16,402.83,63.94,360.69,174.67,108.96,149.67,121.79,54.17,369.36,18.53,424.85,189.64,282.66,164.18,45.74,354.85,185.52,306.55,58.63,216.99,21.05,69.18,240.28,553.98,156.73,351.87,160.93,473.45,161.03,132.96,658.57,328.96,166.64,7.82,118.7,145.4,207.61,146.35,138.73,258.09,317.91,94.21,49.54,37.35,135.83,76.87,155.79,367.66,15.88,120.3,270.95,187.76,102.3,305.85,62.26,360.29,217.88,546.91,207.48
20:15:00,109.74,204.19,270.74,800.41,344.91,496.88,406.54,595.03,103.02,603.71,252.55,112.58,522.61,84.96,160.62,174.86,65.55,204.77,150.48,58.16,414.7,33.72,176.35,398.77,63.41,375.9,158.66,99.74,141.6,130.83,55.34,335.51,20.32,418.31,195.86,291.92,165.95,45.41,358.08,184.76,316.6,58.21,223.3,20.97,71.45,241.09,501.56,162.41,348.95,153.7,508.58,157.87,122.83,644.74,323.9,167.0,7.83,112.7,151.69,209.11,153.82,137.73,240.4,322.86,96.49,44.47,37.69,142.87,80.19,156.85,382.52,16.0,121.4,264.1,194.23,107.05,304.06,64.07,326.2,202.95,535.16,203.72
20:20:00,105.21,208.38,264.05,736.82,341.87,505.38,387.55,580.09,98.82,594.25,267.71,111.94,518.0,85.63,156.62,169.13,64.53,211.6,151.58,59.92,411.4,32.66,175.52,410.85,62.64,366.61,168.34,102.77,140.61,130.55,55.98,355.98,19.82,415.58,196.54,292.94,155.03,46.34,346.35,188.5,317.7,60.53,206.67,20.42,71.7,250.15,532.73,161.18,344.69,154.9,507.47,150.4,129.54,641.62,321.78,162.8,8.07,114.64,144.38,211.14,153.58,140.56,242.96,314.01,95.94,47.14,36.45,140.47,76.33,159.95,381.73,16.15,117.42,253.32,186.28,102.05,314.06,59.3,346.47,205.11,546.65,205.17
20:25:00,103.58,205.11,261.16,681.01,349.9,477.11,403.92,576.51,106.88,626.03,269.2,104.98,530.17,85.83,161.39,175.02,67.98,205.63,149.17,60.52,420.28,32.86,174.97,408.29,60.6,362.6,159.59,103.79,145.07,126.92,57.53,337.47,20.42,414.4,195.74,291.76,154.02,45.61,358.4,185.55,316.42,58.88,220.88,19.94,71.41,248.9,546.25,160.07,333.47,155.28,493.38,152.15,126.12,639.69,320.86,161.8,7.63,108.23,150.04,204.28,153.67,138.36,245.54,309.83,89.98,47.4,37.72,142.24,79.32,158.56,360.99,15.63,121.51,273.98,179.69,106.36,299.71,63.38,355.26,207.29,511.91,206.88
20:30:00,104.11,205.01,264.16,608.2,342.38,489.26,398.18,560.42,108.72,668.18,267.87,109.14,518.78,82.78,158.41,163.98,72.55,217.81,147.19,62.08,413.9,32.88,171.71,409.89,63.62,366.77,160.75,106.46,142.41,128.32,56.81,339.93,20.04,424.68,194.21,289.47,151.03,45.59,335.79,184.76,313.94,59.12,211.07,19.48,70.85,248.75,529.91,164.27,350.13,149.75,498.81,161.99,124.06,627.79,328.82,157.28,8.2,110.97,147.39,206.86,151.22,138.29,236.89,317.97,93.54,47.17,35.34,144.88,77.92,161.96,364.32,15.83,113.84,278.7,191.7,104.85,297.39,60.56,344.63,199.99,521.8,209.24
20:35:00,105.81,203.31,254.41,543.12,354.46,493.26,388.06,591.15,101.6,635.1,259.53,111.01,537.08,88.92,160.32,168.53,68.96,222.89,152.0,62.36,424.64,32.29,167.41,379.58,65.57,353.22,163.36,106.94,142.15,129.26,57.93,345.45,20.29,420.99,198.98,296.58,152.52,45.21,345.11,183.73,321.65,61.0,206.72,18.87,72.59,249.13,498.9,156.17,360.82,160.85,502.47,165.52,127.4,612.06,325.97,165.91,7.82,111.89,147.83,206.25,154.58,137.14,243.6,308.15,95.14,45.7,36.32,132.02,78.15,161.23,378.62,15.78,117.0,260.46,183.24,102.19,307.22,59.31,324.46,205.66,535.19,206.38
20:40:00,106.79,209.68,270.48,486.41,346.44,501.51,411.36,576.67,106.77,619.72,278.44,110.1,524.92,90.91,157.27,165.89,67.29,208.41,141.52,63.74,424.82,32.12,182.76,393.13,63.89,375.54,169.16,109.31,147.07,128.52,58.69,357.71,19.9,413.44,196.93,293.53,153.15,46.63,339.72,188.65,318.34,61.1,219.61,18.16,71.84,252.09,514.95,160.53,351.59,164.46,499.6,158.52,134.56,668.16,320.12,161.84,7.6,113.76,148.94,208.13,151.27,141.44,249.25,319.73,94.37,49.03,35.75,139.07,78.74,158.86,373.82,15.92,115.17,273.72,186.41,108.32,294.45,63.01,334.91,210.42,538.51,203.26
20:45:00,108.78,202.84,261.97,430.86,345.03,485.21,398.33,596.22,101.44,637.88,267.18,113.76,522.79,84.63,159.79,162.74,69.26,213.03,149.77,62.13,429.16,32.05,181.03,415.76,68.28,363.73,161.36,106.55,145.79,130.47,56.79,341.23,20.22,417.34,192.75,287.3,161.76,45.11,333.27,183.28,311.58,59.2,210.76,17.58,70.32,250.15,516.72,154.67,375.72,153.1,507.19,166.54,135.77,661.77,323.15,167.33,7.72,110.06,150.99,200.75,154.83,136.82,247.37,316.06,97.5,47.05,35.07,148.71,79.82,156.14,369.43,15.36,112.99,260.06,191.65,104.89,302.03,60.47,336.05,208.83,521.45,211.03
20:50:00,112.34,215.33,275.32,385.96,352.47,484.72,393.35,590.07,102.31,645.12,273.59,113.8,534.07,87.62,157.91,174.01,70.05,218.95,147.69,62.54,437.02,33.0,191.6,402.02,64.49,382.25,164.09,107.26,147.05,126.89,56.8,346.99,19.98,437.8,188.83,281.45,153.12,47.89,356.35,194.26,305.24,58.84,217.38,17.05,68.88,258.54,543.9,159.32,354.88,158.51,493.25,161.88,133.16,700.43,338.99,165.6,7.88,109.95,155.5,206.41,149.58,145.25,241.05,313.22,97.53,48.17,37.5,138.48,82.2,155.04,374.75,15.79,120.81,262.27,197.86,103.58,309.69,62.37,353.74,203.5,523.34,206.93
20:55:00,117.11,202.87,263.98,356.07,346.72,485.32,394.93,590.17,104.52,624.81,261.11,115.07,525.35,88.63,161.92,171.55,67.84,222.3,145.48,60.87,450.49,32.85,174.42,396.94,66.14,366.51,165.45,104.39,141.73,124.77,55.13,349.87,20.49,428.97,192.97,287.62,159.73,45.11,351.31,183.44,311.93,59.94,216.25,16.5,70.39,245.79,523.83,162.65,363.95,160.32,485.01,163.44,127.32,637.7,332.15,165.63,7.57,110.08,152.9,204.14,149.99,136.84,242.11,313.04,98.63,45.98,36.97,141.51,80.83,164.22,365.03,15.62,119.1,267.94,192.8,104.0,307.92,62.05,340.68,204.39,533.02,209.92
21:00:00,121.09,202.57,268.39,339.6,345.79,513.48,411.26,573.88,110.05,638.74,261.44,113.05,523.94,90.07,159.24,177.91,69.36,221.39,151.2,61.51,457.82,33.7,181.26,388.95,64.04,372.63,159.09,105.49,146.29,136.65,55.0,336.43,20.15,413.48,195.84,291.89,162.08,45.05,364.33,183.19,316.56,62.28,217.77,16.2,71.44,255.68,512.13,155.7,352.41,162.93,531.19,162.17,131.85,662.65,320.15,161.06,7.92,116.47,160.54,203.21,155.55,136.64,234.41,312.23,96.89,46.04,38.34,143.06,84.87,167.96,360.18,15.55,123.52,282.12,198.48,108.3,311.37,62.48,333.06,197.89,540.73,200.62
21:05:00,127.0,197.96,263.97,350.74,361.93,529.89,401.4,597.51,102.91,631.98,268.19,115.37,548.4,91.72,157.13,172.19,68.62,211.16,151.37,60.63,462.65,32.1,180.67,408.8,64.31,366.5,156.6,103.97,138.79,129.77,56.51,331.16,19.88,420.08,198.58,295.98,156.24,44.02,352.62,178.83,321.0,59.79,212.01,15.86,72.44,252.74,554.14,160.35,353.91,165.92,504.44,156.45,133.96,660.54,325.27,167.69,8.05,120.2,153.32,212.43,153.26,133.53,233.45,311.3,98.89,47.22,37.11,151.66,81.05,164.17,369.16,16.25,119.55,263.81,194.39,105.7,306.26,60.83,360.39,197.08,559.33,210.98
21:10:00,134.91,209.07,257.05,378.96,348.07,507.79,406.43,592.4,103.8,646.03,273.86,112.09,527.4,88.0,165.23,174.23,70.15,218.85,152.14,64.26,472.57,33.33,186.96,406.09,65.09,356.89,168.32,110.2,139.4,133.84,58.65,355.94,20.91,415.92,190.84,284.45,154.57,46.49,356.8,188.5,308.49,58.36,215.32,15.42,69.62,245.62,531.95,157.99,358.17,159.19,520.25,170.9,141.45,683.48,322.04,166.26,8.1,115.18,152.31,208.98,153.85,141.03,244.96,305.51,96.07,48.22,37.55,140.03,80.52,153.72,390.74,15.99,120.96,266.09,184.18,107.02,315.12,61.78,345.95,206.8,542.22,218.0
21:15:00,143.48,200.95,267.29,414.89,351.57,500.99,407.88,583.17,102.17,651.65,261.9,112.03,532.7,86.95,163.71,171.51,70.76,212.09,147.28,60.12,490.0,32.79,180.8,393.03,62.62,371.12,165.14,103.11,143.84,125.29,56.05,349.23,20.71,440.29,197.3,294.08,158.05,44.69,351.22,181.93,318.94,59.28,214.74,15.0,71.98,257.71,527.95,161.73,344.57,157.3,487.04,160.53,127.77,660.98,340.92,163.67,8.11,113.64,151.11,198.43,152.18,135.55,250.47,319.15,96.02,46.12,36.96,142.55,79.88,161.17,362.58,15.18,119.07,261.93,197.69,107.41,302.92,61.61,343.35,211.45,537.51,211.11
21:20:00,149.7,203.31,258.1,470.94,349.87,520.5,394.84,592.18,104.54,629.57,275.68,110.9,530.12,84.9,157.6,167.5,68.36,211.21,149.63,61.25,504.08,33.23,188.92,386.04,67.27,358.35,164.32,105.05,146.7,127.96,56.8,347.48,19.94,399.48,189.83,282.94,160.29,45.21,343.01,184.15,306.86,59.02,205.24,14.57,69.25,262.84,520.88,152.16,370.21,153.58,497.41,161.76,133.23,690.62,309.32,166.2,7.85,118.07,154.56,202.9,150.87,137.14,241.8,315.52,95.05,48.54,36.1,140.33,81.71,160.02,372.73,15.52,116.29,268.0,192.71,103.97,294.56,58.89,338.75,204.13,555.22,206.6
21:25:00,159.09,198.12,265.06,523.13,344.18,495.54,394.08,640.86,106.97,618.83,268.77,107.18,521.5,83.09,158.75,168.01,67.19,205.1,149.18,62.48,519.77,32.6,178.67,403.04,64.69,368.01,156.73,107.16,145.02,129.36,54.35,331.43,20.09,409.19,192.83,287.42,157.86,44.06,344.06,179.02,311.71,58.07,214.29,14.07,70.35,246.63,533.48,157.88,356.0,150.3,502.85,163.74,135.0,653.22,316.83,179.86,7.95,112.4,147.46,197.5,150.13,133.64,238.58,309.21,91.86,47.33,36.21,142.58,77.95,165.76,372.54,15.11,116.65,274.22,193.75,103.77,310.08,61.48,346.95,201.42,520.49,199.91
21:30:00,172.35,202.95,260.21,587.13,332.2,474.69,411.88,576.09,103.86,602.25,265.1,109.87,503.35,84.75,159.72,171.28,65.39,209.87,146.77,60.16,545.93,32.09,180.55,387.61,63.94,361.28,158.41,103.18,144.28,129.5,52.48,334.98,20.21,415.42,194.09,289.29,156.17,45.13,350.75,184.09,313.74,61.41,212.35,13.69,70.8,234.56,506.86,153.0,351.85,153.32,503.4,155.71,128.18,660.12,321.65,161.68,7.87,107.67,148.54,202.3,152.75,136.9,243.17,316.54,94.17,46.68,36.91,147.09,78.53,162.38,365.0,15.48,118.91,266.24,186.13,108.46,284.67,60.93,329.64,205.29,516.09,202.33
21:35:00,183.93,194.43,257.67,655.93,342.56,494.85,389.59,552.01,103.45,616.69,251.54,109.34,519.05,86.37,155.27,169.24,66.96,211.64,150.24,60.09,562.99,32.24,181.46,392.85,66.49,357.75,154.18,103.05,142.52,126.52,57.88,326.04,19.65,418.58,177.61,264.73,150.36,43.24,346.58,175.97,287.1,59.54,201.17,13.08,64.79,244.58,517.21,156.0,365.88,156.25,491.82,160.03,131.35,663.39,324.11,154.92,7.71,112.24,142.7,200.55,156.53,131.15,239.91,307.87,93.72,44.29,36.47,135.36,75.44,157.83,367.19,15.34,117.5,265.19,188.56,102.59,304.46,57.72,336.37,202.54,523.05,196.32
21:40:00,197.45,191.02,267.09,720.89,324.63,485.06,375.98,562.54,101.96,624.88,248.28,108.62,491.88,83.17,154.68,171.77,67.85,197.68,147.76,58.33,594.42,31.39,175.96,401.31,64.97,370.84,161.76,100.03,143.82,126.38,53.43,342.08,19.57,382.03,181.64,270.73,152.11,42.48,351.75,173.73,293.61,57.29,202.35,12.74,66.26,243.35,521.3,154.49,357.53,150.45,491.27,155.95,123.54,643.29,295.8,157.88,7.57,110.02,151.77,199.48,148.23,128.85,239.45,294.97,93.1,43.72,37.02,142.06,80.23,153.19,358.5,15.26,119.25,261.37,180.02,99.01,282.05,58.06,339.03,202.15,520.03,194.92
21:45:00,208.63,197.72,248.53,776.15,326.41,461.67,388.59,565.09,95.94,615.61,265.57,104.62,494.58,87.28,151.56,168.32,66.85,197.98,144.98,60.08,622.57,32.25,171.68,381.27,61.71,345.06,148.56,103.05,146.57,119.18,57.05,314.17,19.18,408.74,184.78,275.41,148.29,43.97,344.7,178.75,298.69,55.7,213.83,12.26,67.41,240.33,518.97,151.81,339.58,157.89,463.3,149.17,127.0,627.63,316.49,158.59,7.54,104.72,140.99,205.32,149.2,133.37,225.44,308.97,89.67,46.76,36.28,134.91,74.54,147.12,356.51,15.71,116.86,245.95,183.92,102.33,282.07,61.35,337.52,190.32,505.77,208.96
21:50:00,221.98,192.08,253.87,811.8,314.05,466.69,362.64,578.13,99.03,613.26,239.42,105.14,475.86,80.98,152.81,162.53,66.59,198.96,149.0,58.02,651.97,30.81,169.5,390.53,62.68,352.48,152.37,99.51,140.72,126.7,53.72,322.21,19.33,399.15,172.2,256.66,147.49,42.72,332.84,174.71,278.36,57.82,209.22,11.9,62.82,231.0,515.65,152.32,344.91,146.49,492.5,150.51,125.1,619.67,309.06,162.26,7.23,105.86,139.35,196.63,145.85,129.57,219.61,297.28,90.12,42.16,35.03,132.52,73.67,155.6,371.47,15.04,112.84,253.86,172.32,95.49,287.92,60.03,335.35,185.4,505.14,189.33
21:55:00,241.81,192.4,250.42,837.9,311.25,469.35,382.7,530.3,93.64,605.52,246.93,102.17,471.61,80.84,147.7,166.42,65.75,203.61,141.23,57.5,699.15,31.07,169.37,379.86,58.91,347.69,146.56,98.62,140.22,119.42,56.51,309.92,18.69,381.85,179.17,267.05,139.6,42.79,340.81,174.22,289.62,55.3,201.75,11.7,65.36,233.13,475.05,145.61,324.19,146.24,464.21,143.07,126.6,619.23,295.67,148.83,7.42,106.46,141.33,192.75,153.3,129.78,228.77,302.69,87.57,43.48,35.87,135.39,74.71,149.07,371.21,14.75,115.54,240.04,176.83,100.78,269.23,57.89,308.95,193.13,508.82,184.18
22:00:00,252.32,186.98,245.31,855.17,324.91,449.3,377.91,528.39,93.26,584.44,235.11,103.99,492.31,76.86,148.64,151.03,63.46,190.41,140.8,56.41,748.16,30.95,162.9,379.31,57.82,340.59,147.67,96.74,144.02,122.7,53.18,312.27,18.81,359.36,170.41,254.0,144.0,41.58,309.27,169.5,275.47,55.95,192.77,11.52,62.17,229.0,512.1,146.07,318.17,139.04,476.97,151.06,122.22,595.54,278.25,148.29,6.96,101.92,131.84,189.8,151.02,126.13,206.2,292.35,89.13,41.4,32.55,127.54,69.7,143.06,366.61,14.52,104.85,239.08,164.71,99.51,265.99,55.31,333.04,174.08,492.86,180.66
22:05:00,268.35,189.43,235.38,868.29,317.71,440.13,361.31,528.99,89.62,580.9,251.27,102.81,481.4,75.43,142.45,152.36,63.08,186.41,140.1,55.04,774.59,31.35,161.69,377.14,58.07,326.81,144.25,94.39,139.13,113.42,53.93,305.05,18.02,373.47,168.99,251.88,143.04,42.12,312.01,172.16,273.16,54.08,193.58,11.47,61.65,222.73,478.25,141.85,319.56,136.45,440.91,147.92,120.63,591.17,289.18,148.46,6.93,99.84,131.43,179.46,145.94,127.77,215.19,306.97,88.12,44.25,32.84,126.04,69.48,139.99,357.57,13.73,105.78,229.73,166.07,95.14,270.31,55.54,311.03,181.67,480.17,182.56
22:10:00,280.99,188.48,230.08,874.04,303.48,424.88,349.27,507.34,90.27,576.34,243.72,96.16,459.83,77.48,137.71,158.1,62.58,184.85,142.27,54.14,818.66,29.85,155.44,398.62,54.44,319.45,143.3,92.85,140.55,114.52,52.65,303.04,17.42,358.74,166.79,248.6,134.82,41.91,323.76,171.38,269.61,51.99,181.67,11.53,60.85,220.28,482.17,139.03,299.6,140.16,445.18,138.24,117.14,568.28,277.77,142.39,6.87,96.37,132.59,171.37,138.45,127.14,211.0,304.53,82.42,42.92,34.07,123.94,70.09,138.82,364.28,13.11,109.76,231.4,166.58,91.97,271.85,52.12,313.58,178.13,465.63,177.26
22:15:00,300.08,179.65,227.1,864.53,313.0,430.68,343.79,510.32,90.46,572.19,225.21,96.23,474.26,74.38,137.9,147.57,62.13,182.98,138.91,54.62,875.02,30.39,152.67,388.82,53.88,315.31,138.41,93.68,137.78,117.38,53.91,292.7,17.45,349.17,165.19,246.21,136.92,39.95,302.2,163.12,267.02,51.05,189.1,11.65,60.26,222.95,459.68,135.19,296.5,134.56,456.27,138.39,119.58,558.18,270.36,143.22,6.61,97.68,124.2,180.86,143.27,121.18,203.21,311.57,82.48,39.66,31.8,122.22,65.66,135.23,357.55,13.84,102.45,231.9,162.8,90.53,258.86,54.26,298.95,171.55,474.63,180.68
22:20:00,303.04,169.92,220.49,870.95,295.17,409.33,336.31,494.83,85.5,524.58,224.79,91.23,447.25,72.67,132.68,141.56,56.96,174.5,142.42,52.9,898.16,30.25,145.0,394.91,56.08,306.13,133.66,90.72,138.78,107.6,54.71,282.65,16.79,370.08,165.7,246.98,132.02,37.79,289.9,155.08,267.86,48.62,177.86,11.66,60.45,212.41,465.38,135.68,308.62,131.46,418.28,140.04,114.35,530.12,286.55,138.88,6.36,92.84,125.29,166.02,141.5,114.62,197.8,294.87,78.19,39.58,30.51,114.33,66.23,130.52,362.66,12.7,98.28,219.2,157.9,88.56,250.25,51.03,302.66,166.98,460.02,175.49
22:25:00,320.97,163.95,226.27,873.51,282.85,421.76,338.68,497.72,87.68,512.36,206.63,93.56,428.58,69.84,130.2,144.64,55.63,182.42,143.04,50.89,949.86,32.22,159.44,390.59,54.69,314.16,132.47,87.28,137.52,105.58,53.05,280.13,16.47,352.6,160.7,239.53,132.96,36.46,296.19,150.49,259.77,48.07,175.91,11.84,58.63,205.53,459.35,129.67,300.97,126.34,410.42,131.6,115.49,582.93,273.01,139.69,6.77,95.67,123.91,161.8,135.03,110.59,195.94,305.28,80.19,36.39,31.17,115.47,65.51,136.02,360.04,12.38,100.42,224.77,155.73,89.18,244.28,50.47,298.74,165.41,477.32,172.1
22:30:00,326.81,166.4,213.03,884.42,282.62,406.79,313.43,487.49,86.61,551.81,207.81,92.93,428.23,73.67,131.42,143.03,59.92,185.68,136.47,50.01,984.16,30.7,146.9,379.94,52.09,295.77,124.87,85.77,139.89,101.23,54.32,264.05,16.63,337.91,149.92,223.46,135.06,37.0,292.9,152.2,242.34,49.48,169.68,12.24,54.69,213.54,430.46,133.29,286.67,133.27,393.51,123.42,111.41,537.1,261.65,136.82,6.47,92.26,125.73,179.09,138.86,112.24,199.5,285.18,79.65,36.59,30.83,112.01,66.47,127.42,363.47,13.7,99.3,222.03,165.27,82.54,253.17,48.69,279.95,168.42,463.92,167.93
22:35:00,336.67,171.97,218.72,880.34,279.33,402.43,324.86,469.26,81.69,534.65,211.12,89.0,423.25,70.04,129.72,141.45,58.05,174.05,141.02,50.68,1025.28,30.77,151.01,373.82,51.64,303.68,129.6,86.91,136.32,106.96,53.11,274.07,16.41,332.03,160.79,239.66,128.24,38.24,289.66,156.58,259.91,47.46,164.98,12.16,58.66,200.6,422.86,131.29,284.16,126.71,415.79,126.74,112.26,552.13,257.09,131.7,6.4,91.27,118.85,166.35,138.15,116.0,181.55,290.49,76.28,37.18,30.48,114.04,62.83,125.6,353.34,12.73,98.2,209.42,157.81,85.54,241.43,47.34,275.0,153.27,461.33,164.47
22:40:00,348.3,165.42,215.78,885.39,288.0,392.13,323.41,490.84,85.47,501.58,208.71,88.03,436.38,66.81,122.45,137.81,54.46,176.34,136.01,48.54,1068.73,30.33,140.78,383.25,52.52,299.59,130.02,83.24,138.59,101.26,55.13,274.94,15.49,334.55,158.31,235.95,128.54,36.78,282.2,151.47,255.9,49.63,173.91,12.36,57.75,202.93,416.49,126.09,289.01,120.85,393.61,121.87,118.39,514.75,259.04,137.76,6.4,88.94,122.09,165.83,134.62,111.58,186.42,300.0,75.45,36.75,29.7,115.01,64.54,128.17,373.5,12.69,95.67,219.1,158.52,85.16,239.81,49.9,270.86,157.38,457.78,165.42
22:45:00,348.72,165.65,211.52,878.24,283.4,384.03,324.79,465.72,80.56,524.76,203.16,90.83,429.41,70.73,122.71,138.21,56.98,172.09,136.6,47.25,1077.03,31.07,147.35,400.05,51.1,293.68,130.12,81.03,141.0,100.35,52.52,275.16,15.53,325.82,149.67,223.08,124.47,36.84,283.04,151.87,241.93,49.14,168.93,12.55,54.6,204.72,428.76,127.22,281.21,127.96,390.08,121.78,113.87,538.77,252.28,130.71,6.05,87.1,120.53,161.55,144.06,111.74,191.78,293.66,77.85,35.77,29.79,115.05,63.72,122.48,357.07,12.36,95.96,206.53,149.26,85.53,240.22,48.47,278.84,161.91,443.32,162.61
22:50:00,356.45,167.33,207.41,886.57,268.73,406.91,314.31,440.59,84.79,495.29,214.64,88.31,407.17,69.93,125.59,134.05,53.78,177.42,136.31,45.56,1122.6,30.0,140.69,396.7,48.78,287.97,127.17,78.13,136.3,100.76,52.96,268.93,15.89,306.39,151.24,225.43,122.97,37.21,274.51,152.86,244.48,46.71,164.88,12.53,55.17,195.08,430.34,127.96,268.44,126.5,391.67,128.57,107.44,514.39,237.23,123.65,6.3,92.29,120.08,158.47,137.5,112.87,187.56,310.41,75.69,37.8,28.89,110.78,63.48,118.12,372.84,12.12,93.07,217.37,145.68,82.76,230.13,47.31,279.87,158.34,463.23,154.32
22:55:00,358.08,163.23,206.81,884.41,274.38,389.43,305.99,449.06,81.9,505.14,213.1,88.31,415.75,72.24,120.05,135.35,54.85,164.62,138.29,48.87,1169.52,29.94,150.31,387.09,47.85,287.13,122.04,83.82,141.97,98.45,54.72,258.08,15.19,314.11,148.9,221.94,123.37,36.3,277.17,149.51,240.7,45.86,155.91,12.92,54.32,199.51,419.55,118.45,263.33,130.68,382.71,124.08,109.13,549.57,243.21,126.03,6.18,88.33,116.24,152.67,135.64,110.11,189.73,306.43,75.69,37.52,29.17,109.39,61.45,121.56,347.99,11.68,93.97,209.95,144.6,80.58,224.74,44.73,272.85,160.18,443.34,155.45
23:00:00,356.18,161.01,215.54,886.93,267.28,378.07,301.42,435.03,79.91,511.84,197.82,81.59,404.98,69.84,120.39,133.31,55.58,161.4,133.25,45.88,1219.56,30.59,142.82,387.49,47.96,299.26,125.91,78.68,143.11,95.22,55.99,266.27,15.23,306.07,146.08,217.73,114.7,35.81,272.99,147.63,236.14,46.61,155.92,12.76,53.29,190.54,406.35,123.62,263.93,126.34,370.15,111.23,105.65,522.17,236.99,122.09,6.09,85.75,114.71,156.82,136.11,108.61,181.79,294.23,69.93,34.83,28.73,112.8,60.64,116.17,372.04,12.0,92.55,204.86,143.82,79.37,224.9,44.74,264.26,153.47,443.22,165.17
23:05:00,355.4,159.79,207.86,880.88,258.86,375.55,288.21,466.1,78.23,492.43,190.78,86.49,392.23,65.96,115.07,125.96,53.47,155.99,136.4,46.88,1237.7,29.89,135.6,397.42,45.17,288.6,111.8,80.4,134.87,92.4,54.64,236.42,14.56,311.24,144.76,215.77,113.06,35.53,257.94,146.62,234.0,45.65,150.25,12.84,52.81,182.75,408.16,122.21,248.58,119.32,359.17,114.28,101.94,495.82,240.99,130.81,5.76,85.19,112.29,151.46,134.17,107.78,172.72,283.15,74.13,33.59,27.15,103.03,59.36,118.23,364.74,11.59,87.45,200.56,144.91,75.89,223.97,43.11,265.44,145.81,433.64,148.5
23:10:00,353.66,143.92,201.68,887.1,270.09,368.83,288.93,435.39,73.79,483.75,186.28,78.0,409.25,67.45,115.01,131.15,52.53,156.94,135.47,44.16,1277.36,28.88,136.14,383.08,48.31,280.02,115.99,75.73,142.71,95.62,53.85,245.28,14.55,299.42,139.16,207.41,106.79,32.0,268.56,133.42,224.95,43.42,153.35,12.68,50.77,181.64,389.99,114.43,265.84,122.01,371.69,118.51,106.07,497.74,231.84,122.19,5.89,83.65,112.7,148.49,132.11,97.08,167.08,300.81,66.85,32.8,28.26,104.42,59.58,111.26,351.44,11.36,91.05,189.17,145.71,76.08,209.65,44.0,253.62,141.05,432.84,150.3
23:15:00,358.51,149.92,199.06,877.76,233.24,361.85,292.2,427.42,71.52,457.36,184.53,79.67,353.41,65.02,112.02,126.11,49.66,155.67,129.83,44.88,1278.88,30.17,125.87,401.29,47.97,276.38,117.96,76.98,134.18,91.92,53.35,249.46,14.17,286.4,141.27,210.57,113.05,33.34,258.25,138.56,228.36,42.61,152.14,12.85,51.54,180.13,386.22,111.68,263.98,117.61,357.33,114.25,96.72,460.2,221.76,119.96,5.7,82.07,107.61,145.47,135.25,101.13,167.28,290.77,68.28,32.49,27.18,105.41,56.89,108.39,354.76,11.13,87.55,183.34,137.59,76.94,208.81,43.65,251.17,141.22,430.91,142.84
23:20:00,344.63,147.74,188.99,874.47,238.08,342.19,292.34,394.48,74.84,456.34,181.2,81.01,360.74,59.46,110.9,120.17,49.55,154.87,136.54,42.9,1304.16,29.84,124.65,380.31,46.22,262.39,115.16,73.57,137.83,90.42,52.53,243.52,14.03,286.68,134.25,200.1,109.72,32.85,246.08,136.3,217.01,41.5,143.47,12.89,48.97,173.3,368.69,111.95,254.33,107.57,351.5,111.72,99.41,455.79,221.98,110.71,5.33,77.61,106.44,140.91,134.87,99.66,164.07,283.64,69.43,31.91,25.9,98.23,56.27,108.91,360.66,10.78,83.43,191.86,131.86,76.98,197.68,41.17,239.77,138.51,420.21,137.41
23:25:00,350.96,141.87,196.22,865.04,243.68,355.37,261.16,391.14,69.78,435.38,184.15,78.87,369.22,60.35,105.46,117.25,47.28,143.1,133.03,41.38,1336.88,29.89,123.99,381.05,42.94,272.44,109.5,70.97,134.73,88.24,53.09,231.57,13.34,283.99,132.22,197.07,104.11,31.55,240.11,131.95,213.73,43.28,145.48,12.73,48.23,165.5,376.17,115.99,236.28,109.17,343.02,106.8,99.57,453.34,219.9,109.78,5.49,80.6,108.66,141.49,127.05,95.7,160.67,288.58,67.6,32.43,25.27,99.67,57.44,109.09,363.99,10.82,81.4,178.88,127.26,68.77,208.62,41.74,244.63,135.64,424.04,140.62
23:30:00,339.83,147.12,189.95,877.79,238.33,312.0,275.9,379.09,70.63,441.42,179.79,78.56,361.11,60.93,104.5,120.9,47.93,146.56,135.67,41.47,1370.48,29.91,121.47,398.99,43.19,263.73,106.89,71.12,139.2,85.62,55.83,226.03,13.22,273.91,138.52,206.46,103.68,32.72,247.58,136.26,223.91,39.88,138.04,12.78,50.53,170.13,344.76,102.63,237.67,110.22,332.82,106.95,93.3,444.14,212.08,106.39,5.21,70.76,101.74,140.27,130.76,99.24,159.89,282.67,67.33,31.66,26.06,99.81,53.78,102.31,344.28,10.73,83.94,181.07,122.28,72.65,195.59,39.61,224.21,134.98,383.19,133.69
